9067836,0,1003,1142,541,685,0.0965937,0.028378,0.0177652,0.994761,0.0676244,-0.100757,1.18278,0.0660936,-0.142394,1.11896,1079.52,696.845,0.0631958,-0.117671,1.08183,1080.23,676.781,0.0617191,-0.0906279,1.07859,1078.66,649.933,0.0613812,-0.0809072,1.08104,1077.91,639.972,0.060343,-0.0554242,1.08147,1076.42,614.379,0.0590562,-0.0381084,1.0697,1076.08,597.433,0.0606909,-0.0691797,1.07813,1077.34,628.391,0.0591705,-0.00516525,1.09794,1072.78,563.899,0.0578648,0.0388319,1.1063,1069.98,520.731,0.0340621,-0.0831902,1.09492,1049.37,641.563,0.00106296,-0.00816394,1.12831,1013.91,567.397,0.0475739,-0.0163857,1.1059,1060.76,575.026,0.0427322,-0.0545857,1.09261,1057.73,613.214,0.0397497,-0.0138626,1.11364,1052.41,572.56,0.0175376,0.0069401,1.11143,1030.55,552.563,0.0296666,-0.0102532,1.11074,1042.72,569.197,0.0405034,0.00381273,1.10387,1053.67,555.293,0.00238387,-0.0715932,1.11873,1016.59,628.963,0.00354723,-0.039013,1.11841,1017.24,597.36,0.0137928,-0.0156704,1.11885,1026.81,574.581,0.119314,-0.0342236,1.1121,1130.61,591.428,0.0898993,-0.0807621,1.09157,1105.2,638.685,0.0900103,-0.0079596,1.10743,1102.15,566.202,0.120269,-0.00348748,1.12198,1129.6,561.403,0.0724906,-0.0153063,1.10459,1085.38,573.663,0.0789471,-0.0530776,1.09055,1093.98,611.347,0.0772853,0.00516088,1.10174,1090.11,553.479,0.0808945,-0.012383,1.11137,1092.8,570.615,0.100985,0.0100348,1.1067,1112.74,548.419,0.123351,-0.0662911,1.11187,1135.09,622.688,0.0612355,-0.0792583,1.08081,1077.76,638.335,0.0912638,-0.0150101,1.10816,1103.39,573.086,0.0291353,-0.0169837,1.11148,1042.25,575.768,0.107104,-0.0119101,1.114,1118.07,569.792,0.00624157,-0.109343,1.15079,1019.29,662.584,0.125936,-0.104367,1.14441,1133.22,656.982
9398363,0,1002,1141,541,686,0.0958288,0.0199389,0.0249346,0.994886,0.0671814,-0.099934,1.18294,0.0672456,-0.141902,1.11934,1080.59,696.307,0.0646706,-0.1174,1.08217,1081.67,676.454,0.0631727,-0.0905595,1.07877,1080.11,649.83,0.0627226,-0.0808048,1.08117,1079.24,639.842,0.0612671,-0.0548417,1.08147,1077.34,613.783,0.0598832,-0.0374707,1.06964,1076.92,596.777,0.061952,-0.0686695,1.07819,1078.6,627.858,0.0590602,-0.00471877,1.09775,1072.68,563.46,0.0570663,0.0391908,1.10603,1069.22,520.38,0.0352023,-0.0831467,1.09426,1050.56,641.555,0.000590861,-0.00827215,1.12702,1013.51,567.516,0.0475095,-0.0158237,1.10561,1060.72,574.48,0.0433808,-0.0541994,1.09209,1058.42,612.848,0.0395111,-0.013445,1.11321,1052.2,572.161,0.0175909,0.0067551,1.11031,1030.68,552.736,0.0294433,-0.00997687,1.1101,1042.55,568.936,0.0405541,0.00362645,1.10327,1053.77,555.473,0.00257266,-0.0716521,1.11745,1016.84,629.098,0.00346112,-0.0390476,1.11726,1017.21,597.434,0.0134781,-0.0155797,1.11793,1026.56,574.51,0.119533,-0.0327261,1.11297,1130.68,589.94,0.091284,-0.0805412,1.09245,1106.46,638.385,0.0895058,-0.0075689,1.10785,1101.59,565.823,0.119526,-0.00244558,1.12293,1128.72,560.404,0.07236,-0.0144604,1.10476,1085.22,572.832,0.079751,-0.0522555,1.09067,1094.75,610.513,0.0764582,0.00507509,1.10188,1089.28,553.575,0.080588,-0.0117603,1.11171,1092.45,570.008,0.0999121,0.0103044,1.10697,1111.65,548.172,0.124802,-0.0647457,1.11243,1136.4,621.13,0.0625951,-0.0787465,1.08086,1079.11,637.8,0.0909009,-0.0142179,1.10863,1102.97,572.309,0.0289503,-0.016693,1.11087,1042.11,575.495,0.106714,-0.0108675,1.11488,1117.55,568.773,0.00641641,-0.109435,1.14992,1019.5,662.747,0.126482,-0.103014,1.14561,1133.54,655.591
9737746,0,1002,1141,542,686,0.0968412,0.0167582,0.0207094,0.994943,0.0662014,-0.100489,1.18307,0.0666495,-0.142072,1.11921,1080.03,696.496,0.0647689,-0.117301,1.08211,1081.77,676.36,0.0631042,-0.0905017,1.07885,1080.03,649.766,0.0625581,-0.0807688,1.08125,1079.07,639.802,0.0611927,-0.0551331,1.08164,1077.25,614.068,0.0600907,-0.0377384,1.06986,1077.11,597.038,0.0617139,-0.0689954,1.07832,1078.35,628.18,0.0594104,-0.00509147,1.09799,1073.01,563.823,0.0577709,0.0388102,1.10636,1069.89,520.756,0.034735,-0.0831751,1.09422,1050.09,641.593,0.000762813,-0.0079987,1.1269,1013.68,567.252,0.047729,-0.0160063,1.10579,1060.92,574.654,0.0432673,-0.0543524,1.09208,1058.31,613.002,0.0396901,-0.0134951,1.11335,1052.37,572.206,0.018042,0.0069133,1.11035,1031.11,552.576,0.0295972,-0.00979057,1.11022,1042.69,568.751,0.0410132,0.00343067,1.10337,1054.22,555.66,0.00183359,-0.0713334,1.11707,1016.13,628.821,0.00327881,-0.0388316,1.11716,1017.04,597.23,0.0136174,-0.0154288,1.1179,1026.69,574.362,0.119592,-0.0334795,1.11348,1130.67,590.659,0.0908466,-0.0806612,1.0924,1106.03,638.512,0.0898845,-0.00769562,1.1083,1101.91,565.94,0.119665,-0.00315101,1.12336,1128.8,561.083,0.07254,-0.0148081,1.10509,1085.36,573.167,0.0796294,-0.0526788,1.0908,1094.62,610.929,0.0766642,0.00446735,1.10202,1089.47,554.172,0.080767,-0.0120559,1.11208,1092.59,570.291,0.100101,0.00974768,1.10732,1111.79,548.718,0.124747,-0.0652086,1.11274,1136.3,621.565,0.0622375,-0.0790797,1.08097,1078.75,638.131,0.091239,-0.0146106,1.1091,1103.24,572.684,0.0290459,-0.0166915,1.11098,1042.2,575.491,0.106917,-0.011473,1.11531,1117.7,569.357,0.0055749,-0.109322,1.14944,1018.73,662.692,0.125883,-0.103815,1.14613,1132.9,656.312
10067569,0,1002,1140,541,686,0.100562,0.0167869,0.0206515,0.994575,0.0661481,-0.100456,1.18146,0.0663518,-0.141473,1.11722,1079.94,696.161,0.0643144,-0.116346,1.08023,1081.5,675.609,0.0628161,-0.0893532,1.07712,1079.91,648.757,0.0623525,-0.0796456,1.07961,1079.02,638.797,0.0611191,-0.0542655,1.08034,1077.3,613.263,0.060026,-0.0368346,1.06874,1077.15,596.161,0.0616264,-0.0679908,1.07685,1078.4,627.263,0.0593586,-0.00458111,1.097,1073.05,563.323,0.0577384,0.0392221,1.10569,1069.91,520.328,0.0348649,-0.0821764,1.09286,1050.32,640.701,0.000851363,-0.00728385,1.12568,1013.81,566.57,0.0477468,-0.0152618,1.1048,1061.01,573.936,0.0432881,-0.0535793,1.09105,1058.41,612.283,0.0396519,-0.0126485,1.11235,1052.4,571.392,0.0185776,0.00754595,1.10923,1031.7,551.943,0.0293888,-0.00859926,1.10928,1042.53,567.596,0.0413188,0.00362359,1.10218,1054.62,555.462,0.00255014,-0.0708768,1.11604,1016.87,628.432,0.00342244,-0.038323,1.11614,1017.22,596.768,0.0135809,-0.0146721,1.11681,1026.71,573.642,0.119416,-0.0329863,1.11241,1130.65,590.21,0.0904881,-0.0796915,1.09087,1105.86,637.663,0.0899205,-0.00666685,1.10738,1102.04,564.937,0.119494,-0.00250906,1.12223,1128.79,560.466,0.0724214,-0.014073,1.10411,1085.34,572.458,0.0795006,-0.0519129,1.08972,1094.61,610.219,0.0762694,0.00476427,1.10087,1089.21,553.878,0.0806779,-0.0112716,1.1111,1092.61,569.535,0.0996931,0.0103713,1.10625,1111.53,548.101,0.124085,-0.064721,1.11151,1135.84,621.166,0.0621491,-0.0780644,1.0794,1078.81,637.225,0.0913026,-0.0138139,1.10817,1103.41,571.914,0.0288436,-0.015936,1.11007,1042.05,574.768,0.106863,-0.0107794,1.11425,1117.78,568.691,0.0056706,-0.108937,1.14785,1018.89,662.47,0.125548,-0.103491,1.14431,1132.85,656.163
10398270,0,1003,1141,541,686,0.0976154,0.0182051,0.0202816,0.994851,0.0663013,-0.100369,1.1807,0.0661184,-0.141498,1.11647,1079.79,696.279,0.0638615,-0.116413,1.07933,1081.15,675.778,0.0624644,-0.0893462,1.07618,1079.66,648.833,0.0620778,-0.079649,1.07865,1078.85,638.875,0.0609895,-0.0547587,1.07932,1077.29,613.811,0.0598903,-0.0374198,1.06762,1077.14,596.796,0.061467,-0.0685165,1.07588,1078.35,627.857,0.0593147,-0.00501531,1.09568,1073.14,563.758,0.0577305,0.0388388,1.10412,1070.06,520.649,0.0347576,-0.0824639,1.09198,1050.29,641.054,0.000952333,-0.00749414,1.12445,1013.96,566.779,0.0477355,-0.0155995,1.10359,1061.11,574.284,0.0432014,-0.0540135,1.09005,1058.41,612.765,0.0396618,-0.0129301,1.11114,1052.51,571.68,0.0188525,0.00709825,1.10783,1032.06,552.368,0.0293737,-0.00886183,1.10807,1042.61,567.862,0.0414288,0.0030188,1.10078,1054.85,556.051,0.00232611,-0.0710146,1.11524,1016.69,628.618,0.00337862,-0.0385853,1.11518,1017.23,597.056,0.0135985,-0.0149253,1.11567,1026.79,573.902,0.119372,-0.0332817,1.11116,1130.8,590.534,0.0902506,-0.0797697,1.08978,1105.77,637.822,0.0900335,-0.00662766,1.10603,1102.32,564.903,0.119543,-0.00258241,1.1207,1129.07,560.538,0.0723792,-0.0144139,1.10282,1085.45,572.809,0.0793658,-0.0523435,1.08863,1094.62,610.701,0.0763079,0.00459453,1.09939,1089.42,554.038,0.0806732,-0.0114144,1.10976,1092.76,569.687,0.0998016,0.0103655,1.10482,1111.83,548.091,0.123884,-0.0649171,1.11043,1135.81,621.42,0.0619916,-0.0785647,1.07849,1078.76,637.796,0.0914004,-0.0139962,1.10686,1103.68,572.106,0.0288148,-0.0162367,1.10892,1042.11,575.078,0.106887,-0.0109674,1.11278,1118.01,568.886,0.00561451,-0.108882,1.1473,1018.86,662.468,0.125477,-0.103525,1.14325,1132.94,656.286
10737736,0,1003,1141,541,686,0.0979793,0.00987173,0.0203509,0.994931,0.0656573,-0.100757,1.18263,0.0667292,-0.142118,1.11863,1080.17,696.61,0.0653086,-0.117218,1.08151,1082.38,676.333,0.0638731,-0.0901845,1.07833,1080.86,649.48,0.0633734,-0.0804648,1.0808,1079.93,639.52,0.0621211,-0.0550322,1.08128,1078.22,613.972,0.0612164,-0.0376738,1.06954,1078.29,596.969,0.0626586,-0.0687387,1.07791,1079.34,627.936,0.0602259,-0.00530221,1.0976,1073.86,564.022,0.0585652,0.0385515,1.10606,1070.7,520.989,0.0355221,-0.0827289,1.09339,1050.94,641.202,0.00139021,-0.00768752,1.12538,1014.35,566.954,0.0484975,-0.0158697,1.1053,1061.72,574.516,0.0440915,-0.0542154,1.09162,1059.17,612.877,0.0403029,-0.0131688,1.11272,1053.01,571.887,0.0195921,0.00690322,1.10908,1032.71,552.558,0.0300502,-0.00903872,1.1095,1043.17,568.016,0.042272,0.00276506,1.10239,1055.55,556.295,0.00244364,-0.0710256,1.11573,1016.78,628.597,0.00379431,-0.0387421,1.11603,1017.59,597.175,0.0141666,-0.015137,1.11681,1027.28,574.086,0.120076,-0.0335154,1.11404,1131.06,590.673,0.0915136,-0.08002,1.09248,1106.67,637.861,0.0908724,-0.00660788,1.10848,1102.84,564.861,0.120026,-0.00280674,1.12355,1129.12,560.746,0.0731432,-0.0146809,1.10494,1085.97,573.036,0.0803744,-0.0525613,1.09087,1095.36,610.8,0.0771725,0.00440459,1.1015,1090.03,554.224,0.081333,-0.0115702,1.11201,1093.14,569.81,0.100588,0.0102647,1.10742,1112.25,548.206,0.124849,-0.0650461,1.11322,1136.33,621.378,0.0631346,-0.0788126,1.08056,1079.69,637.881,0.0922148,-0.0141776,1.10933,1104.16,572.245,0.0294645,-0.0164712,1.11033,1042.65,575.28,0.107515,-0.0112153,1.11542,1118.26,569.097,0.00551176,-0.109275,1.14809,1018.73,662.771,0.125656,-0.104036,1.14634,1132.66,656.507
15398276,0,1004,1142,541,686,0.100954,0.0236948,0.0210713,0.994386,0.0673823,-0.100609,1.18346,0.0670728,-0.142875,1.12026,1080.34,697.139,0.0646215,-0.118403,1.08332,1081.51,677.336,0.0628514,-0.0917685,1.07916,1079.76,651.017,0.0623018,-0.0817874,1.08122,1078.83,640.83,0.0608448,-0.0544189,1.08207,1076.84,613.334,0.059571,-0.0370427,1.07079,1076.47,596.307,0.0613256,-0.068125,1.07833,1077.94,627.309,0.059246,-0.00394335,1.09962,1072.66,562.686,0.0575764,0.0401477,1.10839,1069.48,519.52,0.0354298,-0.0834796,1.09496,1050.73,641.83,0.000508264,-0.00695156,1.12916,1013.32,566.234,0.047585,-0.0155327,1.10715,1060.65,574.173,0.0433142,-0.054029,1.09306,1058.26,612.632,0.0395326,-0.012435,1.11473,1052.09,571.161,0.0161553,0.00928331,1.11317,1029.06,550.308,0.028943,-0.00788426,1.11204,1041.89,566.884,0.0396475,0.00628594,1.10512,1052.69,552.88,0.00354765,-0.072023,1.11915,1017.71,629.34,0.00371662,-0.0387876,1.11905,1017.37,597.118,0.013594,-0.0145986,1.11956,1026.56,573.536,0.11926,-0.0333173,1.11407,1130.25,590.489,0.0899653,-0.0807232,1.09254,1105.14,638.575,0.0906585,-0.00506023,1.10934,1102.5,563.346,0.120295,-0.00143418,1.12396,1129.29,559.417,0.0725526,-0.0143277,1.10609,1085.26,572.683,0.0791395,-0.0523024,1.09148,1094.05,610.53,0.0780411,0.00788436,1.10337,1090.62,550.8,0.0809131,-0.010573,1.11292,1092.61,568.835,0.101788,0.0130681,1.10931,1113.13,545.468,0.122753,-0.0662161,1.11404,1134.17,622.5,0.0618921,-0.0781747,1.08063,1078.42,637.251,0.091844,-0.0132099,1.11,1103.7,571.296,0.0286124,-0.0159576,1.11273,1041.64,574.756,0.107179,-0.0102402,1.11557,1117.9,568.152,0.00665493,-0.10987,1.1511,1019.68,663.048,0.126113,-0.104153,1.14635,1133.09,656.612
15737604,0,1003,1142,542,686,0.104611,0.0250207,0.0260756,0.993856,0.0676436,-0.100912,1.1834,0.067557,-0.142906,1.12003,1080.84,697.192,0.0647356,-0.118354,1.0833,1081.62,677.286,0.0627758,-0.0918218,1.07939,1079.66,651.053,0.0621736,-0.081828,1.08152,1078.67,640.85,0.06048,-0.0540326,1.08242,1076.43,612.934,0.0589859,-0.0365698,1.07124,1075.83,595.821,0.0611034,-0.0677015,1.07864,1077.68,626.866,0.0583772,-0.00377964,1.10026,1071.74,562.534,0.0562914,0.0401846,1.10935,1068.13,519.535,0.0350863,-0.0831789,1.09515,1050.37,641.522,-0.000213057,-0.00771768,1.12995,1012.6,566.974,0.0468556,-0.0154947,1.10777,1059.88,574.137,0.0429702,-0.0537965,1.09338,1057.89,612.39,0.0388151,-0.0126776,1.11541,1051.34,571.399,0.0153796,0.0086446,1.11394,1028.27,550.946,0.028286,-0.00841635,1.11271,1041.21,567.407,0.0388337,0.00597224,1.10596,1051.82,553.204,0.00328198,-0.0723795,1.11961,1017.43,629.66,0.00321066,-0.0391763,1.11962,1016.86,597.482,0.0128974,-0.0151032,1.12029,1025.85,574.024,0.118721,-0.0325691,1.11444,1129.66,589.757,0.0901104,-0.0802313,1.09284,1105.23,638.063,0.0896277,-0.00516434,1.10991,1101.42,563.459,0.11939,-0.00108432,1.12459,1128.32,559.091,0.0718018,-0.0140331,1.10668,1084.45,572.397,0.0787776,-0.0517714,1.0918,1093.64,609.991,0.0768551,0.00778189,1.10416,1089.36,550.922,0.0801269,-0.0104985,1.11353,1091.77,568.767,0.100512,0.0130646,1.10988,1111.8,545.495,0.122636,-0.0655333,1.11424,1134.01,621.824,0.0617711,-0.0777878,1.08091,1078.27,636.844,0.0909194,-0.0129766,1.11052,1102.73,571.074,0.0280036,-0.0162175,1.11334,1041.01,575.008,0.106366,-0.00984442,1.11621,1117.01,567.772,0.00683703,-0.110588,1.15126,1019.85,663.708,0.126361,-0.103692,1.14622,1133.34,656.182
16067573,0,1003,1142,542,686,0.102237,0.0212562,0.0231294,0.994264,0.067303,-0.1008,1.18418,0.0672117,-0.143162,1.12105,1080.4,697.319,0.064681,-0.118876,1.08421,1081.48,677.712,0.0629809,-0.0920339,1.08045,1079.76,651.173,0.0624935,-0.0820953,1.08269,1078.87,641.026,0.0611153,-0.0543828,1.08316,1077,613.24,0.0598508,-0.0369454,1.07169,1076.66,596.175,0.0616359,-0.0680546,1.07965,1078.11,627.151,0.0592544,-0.00381703,1.10064,1072.57,562.559,0.0573858,0.0402474,1.10951,1069.18,519.465,0.034921,-0.0834724,1.09645,1050.11,641.718,0.000245064,-0.00766296,1.1302,1013.03,566.914,0.0475272,-0.0157602,1.10804,1060.52,574.385,0.0434024,-0.0539357,1.09406,1058.26,612.49,0.0395039,-0.0130036,1.11563,1052,571.705,0.0154243,0.00883822,1.11428,1028.29,550.76,0.0291958,-0.0090082,1.1128,1042.1,567.972,0.039251,0.0065537,1.10648,1052.18,552.631,0.00329589,-0.0722478,1.11999,1017.42,629.508,0.00370147,-0.03892,1.11971,1017.33,597.224,0.0135409,-0.015173,1.12042,1026.47,574.082,0.1193,-0.0330678,1.11527,1130.11,590.212,0.0908247,-0.0804972,1.09406,1105.79,638.23,0.0902808,-0.00621878,1.11038,1102.01,564.48,0.120247,-0.00188268,1.12554,1129.02,559.85,0.072644,-0.0144729,1.10709,1085.24,572.813,0.0794774,-0.0520814,1.09264,1094.24,610.251,0.0781465,0.0077416,1.10488,1090.55,550.951,0.0809114,-0.011141,1.11401,1092.49,569.379,0.101791,0.0124156,1.11062,1112.96,546.122,0.123061,-0.0660015,1.11527,1134.28,622.218,0.0622246,-0.0781658,1.08209,1078.6,637.133,0.0914834,-0.0136902,1.111,1103.23,571.759,0.0288675,-0.0163719,1.11338,1041.85,575.147,0.107088,-0.0105553,1.11698,1117.62,568.448,0.00654845,-0.110269,1.15183,1019.54,663.359,0.126202,-0.104166,1.14735,1133.03,656.538
16398357,0,1003,1142,542,686,0.102109,0.017326,0.0220941,0.994377,0.0663749,-0.100582,1.18326,0.066967,-0.143278,1.12042,1080.23,697.512,0.0650277,-0.119196,1.08358,1081.9,678.096,0.0633718,-0.0925806,1.07961,1080.25,651.79,0.0627866,-0.0825946,1.08177,1079.27,641.592,0.0611595,-0.0542026,1.08216,1077.15,613.109,0.0599627,-0.0367221,1.07069,1076.88,595.981,0.0617507,-0.0678866,1.07866,1078.33,627.043,0.059242,-0.00362459,1.09962,1072.65,562.372,0.0574308,0.0404379,1.10847,1069.32,519.241,0.0350394,-0.0835602,1.09504,1050.34,641.909,8.75E-05,-0.00723119,1.12862,1012.94,566.511,0.047449,-0.0154592,1.10694,1060.53,574.105,0.0433363,-0.0537345,1.09289,1058.3,612.348,0.0393708,-0.012658,1.11447,1051.95,571.383,0.0157186,0.00905469,1.11276,1028.66,550.533,0.0290651,-0.00857605,1.11155,1042.05,567.561,0.0394127,0.00654343,1.10518,1052.45,552.631,0.0032146,-0.0721025,1.11839,1017.42,629.468,0.0034733,-0.038645,1.11822,1017.17,597.011,0.0133612,-0.0147651,1.11904,1026.37,573.707,0.119138,-0.0330417,1.11479,1130.02,590.202,0.0910248,-0.0807937,1.09367,1106.04,638.55,0.0902402,-0.0059282,1.10963,1102.06,564.199,0.120075,-0.00173832,1.12501,1128.93,559.713,0.0725473,-0.0142732,1.10619,1085.24,572.629,0.079448,-0.0519576,1.09181,1094.31,610.167,0.0781879,0.00803595,1.10402,1090.69,550.654,0.0807813,-0.0109011,1.11317,1092.46,569.154,0.101855,0.0127081,1.11002,1113.1,545.828,0.122963,-0.0662412,1.11499,1134.23,622.468,0.0623174,-0.0780095,1.08108,1078.8,637.047,0.0914059,-0.0134893,1.11026,1103.24,571.572,0.0286969,-0.0160139,1.11216,1041.76,574.817,0.106942,-0.0104096,1.11633,1117.56,568.313,0.00603294,-0.110073,1.15033,1019.13,663.316,0.125752,-0.104273,1.14724,1132.62,656.655
